line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
7189;wgg;Wangganguru;Wangganguru language;;aus-kar;Karnic;;;;Latn;;
7190;wgi;Wahgi;Wahgi language;;;;;;;;
7191;wgo;Waigeo;Waigeo language;;poz-hce;Halmahera-Cenderawasih;;;;;;
7192;wgu;Wirangu;Wirangu language;;aus-pam;Pama-Nyungan;;;;Latn;;
7193;wgy;Warrgamay;Warrgamay language;;aus-pam;Pama-Nyungan;;;;Latn;;
7194;wha;Manusela;Manusela language;;plf;Central Malayo-Polynesian;;;;;Sou Upaa;
7195;whg;North Wahgi;North Wahgi language;;;;;;;;
7196;whk;Wahau Kenyah;Wahau Kenyah language;;poz-swa;North Sarawakan;;;;;;
7197;whu;Wahau Kayan;Wahau Kayan language;;;;;;;;
7198;wib;Southern Toussian;Southern Toussian language;;;;;;;;
7199;wic;Wichita;Wichita language;;cdd;Caddoan;;;;Latn;;
7200;wie;Wik-Epa;Wik-Epa language;;;;;;;;
7201;wif;Wik-Keyangan;Wik-Keyangan language;;;;;;;;
7202;wig;Wik-Ngathana;Wik-Ngathana language;;;;;;;;
7203;wih;Wik-Me'anha;Wik-Me'anha language;;;;;;;;
7204;wii;Minidien;Minidien language;;qfa-tor;Torricelli;;;;Latn;;
7205;wij;Wik-Iiyanh;Wik-Iiyanh language;;;;;;;;
7206;wik;Wikalkan;Wikalkan language;;;;;;;;
7207;wil;Wilawila;Wilawila language;;;;;;;;
7208;wim;Wik-Mungkan;Wik-Mungkan language;;aus-pam;Pama-Nyungan;;;;Latn;;
7209;win;Winnebago;Winnebago language;;sio;Siouan;;;;Latn;Hocak,Hochank,Hochunk;
7210;wir;Wiraféd;Wiraféd language;;tup-gua;Tupi-Guarani;;;;Latn;;
7211;wiu;Wiru;Wiru language;;;;;;;;
7212;wiv;Muduapa;Muduapa language;;poz-ocw;Western Oceanic;;;;Latn;Vitu,Vittu,Witu;
7213;wiy;Wiyot;Wiyot language;;aql;Algic;;;;Latn;;
7214;wja;Waja;Waja language;;;;;;;;
7215;wji;Warji;Warji language;;;;;;;;
7216;wka;Kw'adza;Kw'adza language;;cus;Cushitic;;;;;;
7217;wkb;Kumbaran;Kumbaran language;;dra;Dravidian;;;;;;
7218;wkd;Mo;Mo language;;poz-ocw;Western Oceanic;;;;Latn;Wakde;
7219;wkl;Kalanadi;Kalanadi language;;dra;Dravidian;;;;;;
7220;wku;Kunduvadi;Kunduvadi language;;dra;Dravidian;;;;;;
7221;wkw;Wakawaka;Wakawaka language;;;;;;;;
7222;wky;Wangkayutyuru;Wangkayutyuru language;;;;;;;;
7223;wla;Walio;Walio language;;;;;;;;
7224;wlc;Mwali Comorian;Mwali Comorian language;;;;;;;;
7225;wle;Wolane;Wolane language;;sem-eth;Ethiopian Semitic;;;;;;
7226;wlg;Kunbarlang;Kunbarlang language;;aus-gun;Gunwinyguan;;;;Latn;;
7227;wli;Waioli;Waioli language;;;;;;;;
7228;wlk;Wailaki;Wailaki language;;ath-pco;Pacific Coast Athabaskan;;;;Latn;;
7229;wll;Wali (Sudan);Wali (Sudan) language;;nub;Nubian;;;;;Wali;
7230;wlm;Middle Welsh;Middle Welsh language;;cel-bry;Brythonic;sortkey;autodetect;;Latn;;
7231;wlo;Wolio;Wolio language;;poz-wot;Wotu-Wolio;;;;Latn,Arab;;
7232;wlr;Wailapa;Wailapa language;;poz-vnc;North-Central Vanuatu;;;;Latn;;
7233;wls;Wallisian;Wallisian language;;poz-pol;Polynesian;;;;Latn;East Uvean,ʻUvean,Fakaʻuvea;
7234;wlu;Wuliwuli;Wuliwuli language;;;;;;;;
7235;wlv;Wichí Lhamtés Vejoz;Wichí Lhamtés Vejoz language;;sai-wic;Wichí;;;;Latn;;
7236;wlw;Walak;Walak language;;;;;;;;
7237;wlx;Wali (Ghana);Wali (Ghana) language;;nic-gur;Gur;;;;Latn;Wali,Waali,Walii;
7238;wly;Waling;Waling language;;;;;;;;
7239;wma;Mawa;Mawa language;;;;;;Latn;Mawa (Nigeria);
7240;wmb;Wambaya;Wambaya language;;;;;;;;
7241;wmc;Wamas;Wamas language;;;;;;;;
7242;wmd;Mamaindé;Mamaindé language;;sai-nmk;Nambikwaran;;;;Latn;Mamaindê,Mamainde;
7243;wme;Wambule;Wambule language;;tbq;Tibeto-Burman;;;;Latn;;
7244;wmh;Waima'a;Waima'a language;;poz;Malayo-Polynesian;;;;Latn;Waimoa;
7245;wmi;Wamin;Wamin language;;;;;;;;
7246;wmm;Maiwa (Indonesia);Maiwa (Indonesia) language;;poz;Malayo-Polynesian;;;;Latn;Maiwa;
7247;wmn;Waamwang;Waamwang language;;poz-cln;New Caledonian;;;;Latn;;
7248;wmo;Wam;Wam language;;qfa-tor;Torricelli;;;;Latn;Wom (New Guinea),Wom (Papua New Guinea),Wom;
7249;wms;Wambon;Wambon language;;ngf;Trans-New Guinea;;;;Latn;;
7250;wmt;Walmajarri;Walmajarri language;;aus-pam;Pama-Nyungan;;;;Latn;;
7251;wmw;Mwani;Mwani language;;bnt;Bantu;;;;Latn;Kimwani;
7252;wmx;Womo;Womo language;;paa-msk;Sko;;;;Latn;;
7253;wnb;Wanambre;Wanambre language;;ngf;Trans-New Guinea;;;;Latn;;
7254;wnc;Wantoat;Wantoat language;;ngf-fin;Finisterre;;;;Latn;;
7255;wnd;Wandarang;Wandarang language;;aus-arn;Arnhem;;;;Latn;;
7256;wne;Waneci;Waneci language;;ira-eas;Eastern Iranian;;;;ps-Arab;Wanetsi,Wanechi,Chalgari,Tarino;
7257;wng;Wanggom;Wanggom language;;ngf;Trans-New Guinea;;;;Latn;;
7258;wni;Ndzwani Comorian;Ndzwani Comorian language;;;;;;;;
7259;wnk;Wanukaka;Wanukaka language;;poz;Malayo-Polynesian;;;;Latn;;
7260;wnm;Wanggamala;Wanggamala language;;aus-kar;Karnic;;;;Latn;;
7261;wno;Wano;Wano language;;ngf;Trans-New Guinea;;;;Latn;;
7262;wnp;Wanap;Wanap language;;qfa-tor;Torricelli;;;;Latn;;
7263;wnu;Usan;Usan language;;ngf;Trans-New Guinea;;;;Latn;;
7264;wnw;Wintu;Wintu language;;nai-wtq;Wintuan;;;;Latn;;
7265;wny;Wanyi;Wanyi language;;aus-gar;Garawan;;;;Latn;Wanji,Waanyi;
7266;wo;Wolof;Wolof language;;alv-sng;Senegambian;;;;Latn,Arab;Gambian Wolof;
7267;woa;Tyaraity;Tyaraity language;;;;;;;;
7268;wob;Wè Northern;Wè Northern language;;;;;;;;
7269;woc;Wogeo;Wogeo language;;poz-ocw;Western Oceanic;;;;Latn;;
7270;wod;Wolani;Wolani language;;ngf;Trans-New Guinea;;;;Latn;;
7271;woe;Woleaian;Woleaian language;;poz-mic;Micronesian;;;;Latn;;
7272;wog;Wogamusin;Wogamusin language;;paa-spk;Sepik;;;;Latn;;
7273;woi;Kamang;Kamang language;;ngf;Trans-New Guinea;;;;Latn;Woisika;
7274;wok;Longto;Longto language;;alv;Atlantic-Congo;;;;Latn;Voko,Woko;
7275;wom;Perema;Perema language;;alv;Atlantic-Congo;;;;Latn;Wom (Nigeria),Wom;
7276;won;Wongo;Wongo language;;bnt;Bantu;;;;Latn;;
7277;woo;Manombai;Manombai language;;poz;Malayo-Polynesian;;;;Latn;;
7278;wor;Woria;Woria language;;;;;;Latn;;
7279;wos;Hanga Hundi;Hanga Hundi language;;paa-spk;Sepik;;;;Latn;;
7280;wow;Wawonii;Wawonii language;;poz;Malayo-Polynesian;;;;Latn;;
7281;wpc;Wirö;Wirö language;;;;;;Latn;Wiru,Maco,Mako,Maku,Macu,Wotuja;
7282;wra;Warapu;Warapu language;;paa-msk;Sko;;;;Latn;Barupu;
7283;wrb;Warluwara;Warluwara language;;aus-pam;Pama-Nyungan;;;;Latn;;
7284;wrg;Warungu;Warungu language;;aus-pam;Pama-Nyungan;;;;Latn;Warrungu,Warrongo,Warrangu,Warrango;
7285;wrh;Wiradhuri;Wiradhuri language;;aus-cww;Central New South Wales;;;;Latn;;
7286;wri;Wariyangga;Wariyangga language;;aus-psw;Southwest Pama-Nyungan;;;;Latn;;
7287;wrk;Garawa;Garawa language;;aus-gar;Garawan;;;;Latn;Garrwa,Karawa,Karrwa,Gaarwa;
7288;wrl;Warlmanpa;Warlmanpa language;;;;;;;;
7289;wrm;Warumungu;Warumungu language;;;;;;;;
7290;wrn;Warnang;Warnang language;;;;;;;;
7291;wro;Worora;Worora language;;;;;;;Worrorra,Wororan,Worrorran;
7292;wrp;Waropen;Waropen language;;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
7293;wrr;Wardaman;Wardaman language;;;;;;;;
7294;wrs;Waris;Waris language;;;;;;;;
7295;wru;Waru;Waru language;;;;;;;;
7296;wrv;Waruna;Waruna language;;;;;;;;
7297;wrw;Gugu Warra;Gugu Warra language;;;;;;;;
7298;wrx;Wae Rana;Wae Rana language;;;;;;;;
7299;wrz;Warray;Warray language;;aus-gun;Gunwinyguan;;;;;Waray;
7300;wsa;Warembori;Warembori language;;;;;;;;
7301;wsi;Wusi;Wusi language;;poz-vnc;North-Central Vanuatu;;;;Latn;Kerepua,Wusi-Kerepua;
7302;wsk;Waskia;Waskia language;;ngf;Trans-New Guinea;;;;Latn;;
7303;wsr;Owenia;Owenia language;;;;;;;;
7304;wss;Wasa;Wasa language;;;;;;;;
7305;wsu;Wasu;Wasu language;;;;;;;;
7306;wsv;Wotapuri-Katarqalai;Wotapuri-Katarqalai language;;;;;;;;
7307;wtf;Watiwa;Watiwa language;;ngf;Trans-New Guinea;;;;Latn;Dumpu;
7308;wth;Wathaurong;Wathaurong language;;aus-pam;Pama-Nyungan;;;;Latn;Wathawurrung,Wathaurung,Wada wurrung,Barrabool;
7309;wti;Berta;Berta language;;;;;;;;
7310;wtk;Watakataui;Watakataui language;;;;;;;;
7311;wtm;Mewati;Mewati language;;;;;;;;
7312;wtw;Wotu;Wotu language;;;;;;;;
7313;wua;Wikngenchera;Wikngenchera language;;;;;;;;
7314;wub;Wunambal;Wunambal language;;;;;;;;
7315;wud;Wudu;Wudu language;;alv-kwa;Kwa;;;;Latn;;
7316;wuh;Wutunhua;Wutunhua language;;;;;;;;
7317;wul;Silimo;Silimo language;;;;;;;;
7318;wum;Wumbvu;Wumbvu language;;bnt;Bantu;;;;Latn;;
7319;wun;Bungu;Bungu language;;bnt;Bantu;;;;Latn;;
7320;wur;Wurrugu;Wurrugu language;;aus-wdj;Iwaidjan;;;;;Popham Bay language;
7321;wut;Wutung;Wutung language;;paa-msk;Sko;;;;Latn;;
7322;wuu;Wu;Wu language;;zhx;Sinitic;;;;Hani;Suzhounese,Shanghainese;
7323;wuv;Wuvulu-Aua;Wuvulu-Aua language;;poz-aay;Admiralty Islands;;;;;Wuvulu;
7324;wux;Wulna;Wulna language;;;;;;;;
7325;wuy;Wauyai;Wauyai language;;poz-hce;Halmahera-Cenderawasih;;;;;;
7326;wwa;Waama;Waama language;;nic-gur;Gur;;;;Latn;;
7327;wwo;Dorig;Dorig language;;poz-vnc;North-Central Vanuatu;;;;;;
7328;wwr;Warrwa;Warrwa language;;;;;;;;
7329;www;Wawa;Wawa language;;nic-bod;Bantoid;;;;Latn;;
7330;wxa;Waxianghua;Waxianghua language;;;;;;;;
7331;wxw;Wardandi;Wardandi language;;;;;;;;
7332;wya;Wyandot;Wyandot language;;iro;Iroquoian;;;;Latn;;
7333;wyb;Ngiyambaa;Ngiyambaa language;;aus-cww;Central New South Wales;;;;Latn;Wangaaybuwan-Ngiyambaa,Wangaaybuwan,Wayilwan;
7334;wyi;Woiwurrung;Woiwurrung language;;aus-pam;Pama-Nyungan;;;;Latn;Woiworung,Woiwurrong,Wuywurung,Wurundjeri,Warerong,Warorong,Waverong,Wavoo-rong,Wawoorong,Wawoo-rong,Wawurong,Wawurrong,Woewo-rung,Woiwurong,Woi-wurrong,Woiwurru,Woiwurung,Wooeewoorong,Wowerong,Wainworra,Wairwaioo,Warwaroo,Wurrundyirra-baluk,Wurrunjeri,Wurunjeri,Wurunjerri-baluk,Oorongie,Urunjeri,Bunurong,Bunwurrung,Boonwerung,Boonwurrung,Bunurowrung,Boonoorong,Boonerwrung,Bururong;
7335;wym;Vilamovian;Vilamovian language;;gmw;West Germanic;;;;Latn;Wilamowicean,Vilamovicean,Wymysorys;
7336;wyr;Wayoró;Wayoró language;;tup;Tupian;;;;;Ajurú,Ayurú,Uaiora,Wajaru,Wayurú;
7337;wyy;Western Fijian;Western Fijian language;;poz-occ;Central-Eastern Oceanic;;;;;;
7338;xaa;Andalusian Arabic;Andalusian Arabic language;;sem-arb;Arabic;;autodetect;;Arab;Andalusi Arabic,Moorish Arabic,Spanish Arabic;
7339;xab;Sambe;Sambe language;;nic-bco;Benue-Congo;;;;Latn;;
7340;xac;Kachari;Kachari language;;tbq;Tibeto-Burman;;;;;;
7341;xad;Adai;Adai language;;;;;;;;
7342;xae;Aequian;Aequian language;;itc;Italic;;;;;;
7343;xag;Aghwan;Aghwan language;;cau-lzg;Lezghian;;;;Aghb;Caucasian Albanian,Old Udi;
7344;xai;Kaimbé;Kaimbé language;;;;;;;;
7345;xaj;Ararandewára;Ararandewára language;;tup-gua;Tupi-Guarani;;;;Latn;;
7346;xak;Maku;Maku language;;;;;;Latn;Mako,Máku,Mácu,Macú,Macu,Máko,Maku-Auari;
7347;xal;Kalmyk;Kalmyk language;;xgn;Mongolic;;;;Cyrl;Oirat,Modern Oirat;
7348;xam;ǀXam;ǀXam language;;khi-tuu;Tuu;;;;Latn;ǀKham;
7349;xan;Xamtanga;Xamtanga language;;cus;Cushitic;;;;;;
7350;xao;Khao;Khao language;;mkh;Mon-Khmer;;;;;;
7351;xap;Apalachee;Apalachee language;;nai-mus;Muskogean;;;;Latn;;
7352;xaq;Aquitanian;Aquitanian language;;euq;Vasconic;;;;Latn;;
7353;xar;Karami;Karami language;;;;;;;;
7354;xas;Kamassian;Kamassian language;;syd;Samoyedic;;;;Cyrl;;
7355;xat;Katawixi;Katawixi language;;sai-ktk;Katukinan;;;;;;
7356;xau;Kauwera;Kauwera language;;;;;;;;
7357;xav;Xavante;Xavante language;;sai-jee;Jê;;;;Latn;;
7358;xaw;Kawaiisu;Kawaiisu language;;azc-num;Numic;;;;Latn;;
7359;xay;Kayan Mahakam;Kayan Mahakam language;;;;;;;;
7360;xbb;Lower Burdekin;Lower Burdekin language;;;;;;;;
7361;xbc;Bactrian;Bactrian language;;ira-eas;Eastern Iranian;;autodetect;;Grek,Mani;Greco-Bactrian,Kushan,Kushano-Bactrian;
7362;xbd;Bindal;Bindal language;;;;;;;;
7363;xbe;Bigambal;Bigambal language;;;;;;;;
7364;xbg;Bunganditj;Bunganditj language;;;;;;;;
7365;xbi;Kombio;Kombio language;;qfa-tor;Torricelli;;;;;;
7366;xbj;Birrpayi;Birrpayi language;;;;;;;;
7367;xbm;Middle Breton;Middle Breton language;;cel-bry;Brythonic;;;;Latn;;
7368;xbn;Kenaboi;Kenaboi language;;;;;;;;
7369;xbo;Bulgar;Bulgar language;;trk-ogr;Oghur;;;;Grek;Bolğar,Bulghar,Bolghar,Bolgarian,Bolgar;
7370;xbp;Bibbulman;Bibbulman language;;;;;;;;
7371;xbr;Kambera;Kambera language;;plf;Central Malayo-Polynesian;;;;Latn;East Sumbanese,Sumbanese;
7372;xbw;Kambiwá;Kambiwá language;;;;;;;;
7373;xby;Butchulla;Butchulla language;;;;;;;Badjala;
7374;xcb;Cumbric;Cumbric language;;cel-bry;Brythonic;;;;;;
7375;xcc;Camunic;Camunic language;;;;;;Ital;;
7376;xce;Celtiberian;Celtiberian language;;cel;Celtic;;;;;;
7377;xch;Chemakum;Chemakum language;;chi;Chimakuan;;;;Latn;;
7378;xcl;Old Armenian;Old Armenian language;;hyx;Armenian;;autodetect;;Armn;Classical Armenian,Liturgical Armenian,Grabar;
7379;xcm;Comecrudo;Comecrudo language;;;;;;;;
7380;xcn;Cotoname;Cotoname language;;;;;;;;
7381;xco;Chorasmian;Chorasmian language;;ira-eas;Eastern Iranian;;;;fa-Arab;Khwarezmian;
7382;xcr;Carian;Carian language;;ine-ana;Anatolian;;;;Cari;;
7383;xct;Classical Tibetan;Classical Tibetan language;;tbq;Tibeto-Burman;;;;;;
7384;xcu;Curonian;Curonian language;;bat;Baltic;;;;Latn;;
7385;xcv;Chuvantsy;Chuvantsy language;;;;;;;;
7386;xcw;Coahuilteco;Coahuilteco language;;;;;;;;
7387;xcy;Cayuse;Cayuse language;;;;;;;;
7388;xda;Darkinjung;Darkinjung language;;aus-yuk;Yuin-Kuric;;;;Latn;;
7389;xdc;Dacian;Dacian language;;ine;Indo-European;;;;Latn;;
7390;xdk;Dharug;Dharug language;;aus-yuk;Yuin-Kuric;;;;Latn;Darug,Dharruk,Dharuk,Eora,Iora,Iyora,Sydney;
7391;xdm;Edomite;Edomite language;;sem-can;Canaanite;;;;Phnx;;
7392;xdy;Malayic Dayak;Malayic Dayak language;;;;;;;;
7393;xeb;Eblaite;Eblaite language;;sem-eas;East Semitic;;;;Xsux;;
7394;xed;Hdi;Hdi language;;cdc-cbm;Central Chadic;;;;Latn;;
7395;xeg;ǁXegwi;ǁXegwi language;;khi-tuu;Tuu;;;;Latn;;
7396;xel;Kelo;Kelo language;;sdv;Eastern Sudanic;;;;;;
7397;xem;Kembayan;Kembayan language;;;;;;;;
7398;xep;Epi-Olmec;Epi-Olmec language;;;;;;;;
7399;xer;Xerénte;Xerénte language;;sai-mje;Macro-Jê;;;;Latn;Koromu,Cherente,Sherenté;
7400;xes;Kesawai;Kesawai language;;;;;;Latn;Koromu;
7401;xet;Xetá;Xetá language;;tup-gua;Tupi-Guarani;;;;Latn;;
7402;xeu;Keoru-Ahia;Keoru-Ahia language;;;;;;;;
7403;xfa;Faliscan;Faliscan language;;itc;Italic;;autodetect;;Ital,Latn;;
7404;xga;Galatian;Galatian language;;cel;Celtic;;;;Latn,Grek;;
7405;xgb;Gbin;Gbin language;;dmn;Mande;;;;Latn;;
7406;xgd;Gudang;Gudang language;;;;;;;;
7407;xgf;Gabrielino-Fernandeño;Gabrielino-Fernandeño language;;azc-tak;Takic;;;;Latn;Tongva,Gabrielino,Gabrieleño,Fernandeño;
7408;xgg;Goreng;Goreng language;;;;;;;;
7409;xgi;Garingbal;Garingbal language;;;;;;;;
7410;xgl;Galindan;Galindan language;;bat;Baltic;;;;Latn;;
7411;xgm;Darumbal;Darumbal language;;;;;;;Darambal,Dharumbal,Dharambal,Guwinmal,Kuinmabara,Karunbara,Rakiwara,Wapabara;
7412;xgn-kha;Khamnigan Mongol;Khamnigan Mongol language;;xgn;Mongolic;;;exceptional;Mong,Latn,Cyrl;Khamnigan,Khamnigan Buryat;
7413;xgn-mgl;Mongghul;Mongghul language;;xgn;Mongolic;;;exceptional;Latn;Monguor,Mongour,Mongor;
7414;xgn-mgr;Mangghuer;Mangghuer language;;xgn;Mongolic;;;exceptional;Latn;Monguor,Mongour,Mongor;
7415;xgn-pro;Proto-Mongolic;Proto-Mongolic language;reconstructed;xgn;Mongolic;;;exceptional;Latinx;;
7416;xgr;Garza;Garza language;;;;;;;;
7417;xgu;Unggumi;Unggumi language;;;;;;Latn;;
7418;xgw;Guwa;Guwa language;;;;;;;;
7419;xh;Xhosa;Xhosa language;;bnt-ngu;Nguni;;autodetect;;Latn;;
7420;xha;Harami;Harami language;;;;;;;;
7421;xhc;Hunnic;Hunnic language;;;;;;;Hunnish;
7422;xhd;Hadrami;Hadrami language;;;;;;;;
7423;xhe;Khetrani;Khetrani language;;inc;Indo-Aryan;;;;;Khetranki;
7424;xhr;Hernican;Hernican language;;itc;Italic;;;;Ital;;
7425;xht;Hattic;Hattic language;;qfa-iso;isolate;;;;Xsux;;
7426;xhu;Hurrian;Hurrian language;;qfa-hur;Hurro-Urartian;;;;Xsux,Ugar;;
7427;xhv;Khua;Khua language;;mkh;Mon-Khmer;;;;;;
7428;xib;Iberian;Iberian language;;qfa-iso;isolate;;;;Latn,Ibrn;;
7429;xii;Xiri;Xiri language;;;;;;;;
7430;xil;Illyrian;Illyrian language;reconstructed;ine;Indo-European;;;;;;
7431;xin;Xinca;Xinca language;;nai-xin;Xincan;;;;Latn;;
7432;xir;Xiriâna;Xiriâna language;;awd;Arawakan;;;;Latn;;
7433;xis;Kisan;Kisan language;;;;;;;;
7434;xiv;Indus Valley Language;Indus Valley Language;;;;;;Inds;;
7435;xiy;Xipaya;Xipaya language;;tup;Tupian;;;;;Shipaja,Xipaia;
7436;xjb;Minjungbal;Minjungbal language;;aus-pam;Pama-Nyungan;;;;Latn;;
7437;xka;Kalkoti;Kalkoti language;;;;;;;;
7438;xkb;Manigri-Kambolé Ede Nago;Manigri-Kambolé Ede Nago language;;;;;;;;
7439;xkc;Kho'ini;Kho'ini language;;ira-wes;Western Iranian;;;;;;
7440;xkd;Mendalam Kayan;Mendalam Kayan language;;;;;;;;
7441;xke;Kereho;Kereho language;;poz;Malayo-Polynesian;;;;Latn;Krio Dayak,Krio,Keriu,Seputan;
7442;xkf;Khengkha;Khengkha language;;sit;Sino-Tibetan;;;;;Kheng;
7443;xkg;Kagoro;Kagoro language;;;;;;;;
7444;xki;Kenyan Sign Language;Kenyan Sign Language;;sgn;sign;;;;;;
7445;xkj;Kajali;Kajali language;;ira-wes;Western Iranian;;;;;;
7446;xkk;Kaco';Kaco' language;;mkh;Mon-Khmer;;;;;Lamam;
7447;xkl;Bakung;Bakung language;;poz-swa;North Sarawakan;;;;Latn;Mainstream Kenyah,Kenyah;
7448;xkn;Kayan River Kayan;Kayan River Kayan language;;;;;;;;
7449;xko;Kiorr;Kiorr language;;aav;Austro-Asiatic;;;;;;
7450;xkp;Kabatei;Kabatei language;;ira-wes;Western Iranian;;;;;;
7451;xkq;Koroni;Koroni language;;;;;;;;
7452;xkr;Xakriabá;Xakriabá language;;sai-jee;Jê;;;;Latn;Chacriabá,Chacriaba,Chakriaba,Xakriaba,Xacriabá,Xacriaba,Chikriaba,Xikriabá,Xikriaba,Shacriaba,Xicriabá,Xicriaba,Chicriabá,Chicriaba;
7453;xks;Kumbewaha;Kumbewaha language;;;;;;;;
7454;xkt;Kantosi;Kantosi language;;;;;;;;
7455;xku;Kaamba;Kaamba language;;;;;;;;
7456;xkv;Kgalagadi;Kgalagadi language;;bnt;Bantu;;;;Latn;;
7457;xkw;Kembra;Kembra language;;;;;;;;
7458;xkx;Karore;Karore language;;poz-ocw;Western Oceanic;;;;;;
7459;xky;Uma' Lasan;Uma' Lasan language;;poz-swa;North Sarawakan;;;;;;
7460;xkz;Kurtop;Kurtop language;;tbq;Tibeto-Burman;;;;Tibt,Latn;Kurtöp,Kurtopkha,Kurtokha;
7461;xla;Kamula;Kamula language;;;;;;;;
7462;xlb;Loup B;Loup B language;;alg;Algonquian;;;;Latn;;
7463;xlc;Lycian;Lycian language;;ine-ana;Anatolian;;;;Lyci;;
7464;xld;Lydian;Lydian language;;ine-ana;Anatolian;;;;Lydi;;
7465;xle;Lemnian;Lemnian language;;qfa-tyn;Tyrsenian;;;;Ital;;
7466;xlg;Ancient Ligurian;Ancient Ligurian language;;;;;;;;
7467;xli;Liburnian;Liburnian language;;ine;Indo-European;;;;;;
7468;xln;Alanic;Alanic language;;ira-eas;Eastern Iranian;;;;;;
7469;xlo;Loup A;Loup A language;;alg;Algonquian;;;;Latn;;
7470;xlp;Lepontic;Lepontic language;;cel;Celtic;;;;Ital;;
7471;xls;Lusitanian;Lusitanian language;;ine;Indo-European;;;;Latn;;
7472;xlu;Luwian;Luwian language;;ine-ana;Anatolian;;;;Xsux,Hluw;Cuneiform Luwian,Hieroglyphic Luwian;
7473;xly;Elymian;Elymian language;;;;;;;;
7474;xma;Mushungulu;Mushungulu language;;;;;;;;
7475;xmb;Mbonga;Mbonga language;;;;;;;;
7476;xmc;Makhuwa-Marrevone;Makhuwa-Marrevone language;;;;;;;;
7477;xmd;Mbudum;Mbudum language;;cdc-cbm;Central Chadic;;;;Latn;;
7478;xme;Median;Median language;;ira-wes;Western Iranian;;;;Grek,Latn;;
7479;xmf;Mingrelian;Mingrelian language;;ccs-gzn;Georgian-Zan;;;;Geor;Megrelian,Mingrel,Megrel;
7480;xmg;Mengaka;Mengaka language;;bai;Bamileke;;;;Latn;;
7481;xmh;Kugu-Muminh;Kugu-Muminh language;;aus-pmn;Paman;;;;;Kuku-Muminh;
7482;xmj;Majera;Majera language;;cdc;Chadic;;;;Latn;;
7483;xmk;Ancient Macedonian;Ancient Macedonian language;;grk;Hellenic;sortkey;autodetect;;polytonic;;
7484;xml;Malaysian Sign Language;Malaysian Sign Language;;sgn;sign;;;;;;
7485;xmm;Manado Malay;Manado Malay language;;;;;;;;
7486;xmn;Manichaean Middle Persian;Manichaean Middle Persian language;;ira-wes;Western Iranian;;;;Mani;;
7487;xmo;Morerebi;Morerebi language;;tup;Tupian;;;;Latn;;
7488;xmp;Kuku-Mu'inh;Kuku-Mu'inh language;;;;;;;;
7489;xmq;Kuku-Mangk;Kuku-Mangk language;;aus-pam;Pama-Nyungan;;;;Latn;;
7490;xmr;Meroitic;Meroitic language;;afa;Afro-Asiatic;;;;Mero,Merc;;
7491;xms;Moroccan Sign Language;Moroccan Sign Language;;sgn;sign;;;;;;
7492;xmt;Matbat;Matbat language;;poz-hce;Halmahera-Cenderawasih;;;;;;
7493;xmu;Kamu;Kamu language;;;;;;;;
7494;xmx;Maden;Maden language;;poz-hce;Halmahera-Cenderawasih;;;;;;
7495;xmy;Mayaguduna;Mayaguduna language;;;;;;;;
7496;xmz;Mori Bawah;Mori Bawah language;;poz-btk;Bungku-Tolaki;;;;Latn;;
7497;xna;Ancient North Arabian;Ancient North Arabian language;;;;;;;;
7498;xnb;Kanakanabu;Kanakanabu language;;map;Austronesian;;;;Latn;Kanakanavu;
7499;xnd-pro;Proto-Na-Dene;Proto-Na-Dene language;reconstructed;xnd;Na-Dene;;;exceptional;Latinx;Proto-Na-Dené,Proto-Athabaskan-Eyak-Tlingit;
7500;xng;Middle Mongolian;Middle Mongolian language;;xgn;Mongolic;;;;Mong,Arab,Phag;;
7501;xnh;Kuanhua;Kuanhua language;;mkh;Mon-Khmer;;;;;;
7502;xni;Ngarigu;Ngarigu language;;;;;;;;
7503;xnk;Nganakarti;Nganakarti language;;;;;;;;
7504;xnn;Northern Kankanay;Northern Kankanay language;;phi;Philippine;;;;;;
7505;xnr;Kangri;Kangri language;;inc-pah;Pahari;;;;Deva,Takr,fa-Arab;;
7506;xns;Kanashi;Kanashi language;;;;;;;;
7507;xnt;Narragansett;Narragansett language;;alg;Algonquian;;;;Latn;;
7508;xnu;Nukunul;Nukunul language;;;;;;;;
7509;xny;Nyiyaparli;Nyiyaparli language;;aus-nga;Ngayarda;;;;Latn;Nyiyabali,Njijabali,Nijadali;
7510;xoc;O'chi'chi';O'chi'chi' language;;nic-bco;Benue-Congo;;;;Latn;;
7511;xod;Kokoda;Kokoda language;;;;;;;;
7512;xog;Soga;Soga language;;bnt;Bantu;;;;Latn;Lusoga;
7513;xoi;Kominimung;Kominimung language;;paa;Papuan;;;;Latn;;
7514;xok;Xokleng;Xokleng language;;;;;;;;
7515;xom;Komo;Komo language;;;;;;;Komo (Sudan),Madiin;
7516;xon;Konkomba;Konkomba language;;nic-gur;Gur;;;;Latn;;
7517;xoo;Xukurú;Xukurú language;;;;;;;Xukuru,Xucurú,Xucuru,Shukurú,Shukuru,Shucurú,Shucuru,Kirirí,Kiriri,Kirirí-Xokó;
7518;xop;Kopar;Kopar language;;;;;;;;
7519;xor;Korubo;Korubo language;;;;;;;;
7520;xow;Kowaki;Kowaki language;;;;;;;;
7521;xpa;Pirriya;Pirriya language;;;;;;;;
